Date,Close,Open,High,Low,7_day_MA,14_day_MA,30_day_MA,Daily_Change,Volatility
2016-05-30,532.3,516.0,544.2,512.8,485.09999999999997,465.34999999999997,459.1,0.03158914728682172,37.887992820945755
2016-05-31,528.9,532.3,546.9,513.2,496.92857142857144,470.75,461.6566666666667,-0.0063873755401089305,36.58559435468773
2016-06-01,537.4,528.9,542.3,521.3,509.4428571428571,476.6928571428571,464.7633333333333,0.016071090943467592,32.536177666451685
2016-06-02,537.1,537.4,541.5,530.5,521.4142857142857,483.4357142857143,467.6566666666667,-0.0005582433941198062,22.216017387720235
2016-06-03,567.0,537.1,573.7,534.3,534.7,492.35714285714283,471.69666666666666,0.0556693353193074,16.102173766298357
2016-06-04,572.0,567.0,592.7,560.9,541.5285714285714,501.5285714285714,475.8266666666667,0.008818342151675429,20.454479076373143
2016-06-05,574.9,572.0,583.6,567.8,549.9428571428572,511.1928571428571,479.67,0.005069930069929951,20.316894213345424
2016-06-06,583.6,574.9,586.7,571.7,557.2714285714286,521.1857142857143,483.84000000000003,0.015133066620281799,22.068961181241203
2016-06-07,575.6,583.6,591.3,543.6,563.9428571428572,530.4357142857142,487.7633333333334,-0.013708019191226883,18.893019623032163
2016-06-08,580.5,575.6,582.4,567.8,570.1,539.7714285714286,491.76666666666665,0.00851285615010422,15.523745252572226
2016-06-09,574.7,580.5,580.7,569.3,575.4714285714286,548.4428571428572,495.9433333333333,-0.00999138673557265,5.417783767600639
2016-06-10,577.9,574.7,579.3,571.1,577.0285714285714,555.8642857142858,500.1233333333333,0.005568122498694761,3.942805382695338
2016-06-11,591.6,577.9,592.6,576.3,579.8285714285714,560.6785714285714,504.69666666666666,0.023706523620003583,6.129631387977573
2016-06-12,666.5,591.6,683.8,592.8,592.9142857142857,571.4285714285714,511.73333333333335,0.1266058147396889,32.95054013575803
2016-06-13,700.1,666.5,718.2,652.8,609.5571428571428,583.4142857142857,519.8566666666667,0.05041260315078766,51.60354823533269
2016-06-14,685.1,700.1,702.5,654.7,625.2,594.5714285714286,527.4233333333334,-0.02142551064133691,56.003422514463
2016-06-15,690.8,685.1,695.1,670.5,640.9571428571428,605.5285714285714,535.2866666666666,0.008319953291490156,56.84123670783676
2016-06-16,761.2,690.8,769.7,687.4,667.6,621.5357142857143,545.55,0.1019108280254779,63.881400527332616
2016-06-17,743.9,761.2,771.9,704.2,691.3142857142858,634.1714285714286,555.2066666666667,-0.022727272727272818,55.26305060259466
2016-06-18,753.8,743.9,776.0,727.1,714.4857142857143,647.1571428571427,565.5766666666666,0.013308240354886314,37.69869266395884
2016-06-19,761.0,753.8,765.1,740.4,727.9857142857143,660.4499999999999,576.2066666666667,0.009551605200318392,34.42951391715596
2016-06-20,734.0,761.0,764.6,717.4,732.8285714285713,671.1928571428571,585.8866666666667,-0.03547963206307492,32.16295562111676
2016-06-21,667.4,734.0,732.2,626.0,730.3000000000001,677.75,593.48,-0.09073569482288835,36.889158298885214
2016-06-22,590.6,667.4,677.8,586.6,715.9857142857143,678.4714285714284,598.3766666666667,-0.11507341923883718,64.14360005933273
2016-06-23,620.8,590.6,629.5,539.3,695.9285714285714,681.7642857142857,604.2,0.0511344395529969,69.38584664242345
2016-06-24,656.9,620.8,687.4,616.4,683.5,687.407142857143,611.1033333333332,0.05815077319587636,67.11564646191069
2016-06-25,663.5,656.9,688.1,640.8,670.6,692.5428571428572,618.11,0.010047191353326212,59.609982385504686
2016-06-26,625.4,663.5,665.2,609.9,651.2285714285715,689.6071428571429,623.1566666666666,-0.05742275810097974,45.760634985606174
2016-06-27,644.7,625.4,650.3,615.2,638.4714285714286,685.65,627.1733333333333,0.030860249440358256,27.738403840509818
2016-06-28,644.9,644.7,659.3,634.3,635.2571428571429,682.7785714285714,631.4699999999999,0.0003102218085930808,24.99552340872963
2016-06-29,636.5,644.9,645.9,621.8,641.8142857142857,678.9,634.9433333333333,-0.01302527523647079,15.572243316392402
2016-06-30,670.0,636.5,673.0,631.2,648.842857142857,672.3857142857142,639.6466666666668,0.05263157894736836,15.609810712380908
2016-07-01,674.6,670.0,685.1,661.1,651.3714285714286,667.4357142857143,644.2199999999999,0.006865671641790971,18.329185678016927
2016-07-02,698.1,674.6,700.5,671.5,656.3142857142857,663.4571428571429,649.5866666666667,0.034835458049214285,25.433536165954948
2016-07-03,661.6,698.1,701.5,644.6,661.4857142857144,656.3571428571429,652.74,-0.05228477295516398,21.471797671323994
2016-07-04,675.2,661.6,679.0,644.0,665.842857142857,652.157142857143,656.1800000000001,0.02055622732769047,20.573677125792862
2016-07-05,663.7,675.2,679.2,657.3,668.5285714285714,651.8928571428571,659.14,-0.01703199052132698,18.50745023729356
2016-07-06,672.7,663.7,678.4,662.2,673.6999999999999,657.7571428571429,662.1100000000001,0.013560343528702834,11.968848454781273
2016-07-07,635.3,672.7,676.2,605.0,668.7428571428571,658.7928571428572,664.1,-0.05559684852088609,18.922548907138324
2016-07-08,662.8,635.3,663.4,630.2,667.0571428571428,659.2142857142857,666.8433333333334,0.04328663623484963,18.83921947630459
2016-07-09,651.8,662.8,663.5,620.7,660.4428571428572,658.3785714285714,669.4133333333333,-0.016596258298129163,13.493067002836543
2016-07-10,647.1,651.8,652.0,636.8,658.3714285714285,659.9285714285714,671.72,-0.00721080085915915,14.37030668725939
2016-07-11,646.7,647.1,657.5,640.0,654.3000000000001,660.0714285714286,673.5566666666666,-0.0006181424818419989,12.754214989570107
2016-07-12,670.6,646.7,673.2,644.6,655.2857142857143,661.907142857143,673.6933333333333,0.036956857893923,13.823582334966723
2016-07-13,661.2,670.6,672.0,656.0,653.6428571428571,663.6714285714286,672.3966666666668,-0.014017297942141349,11.967853767894137
2016-07-14,657.3,661.2,661.9,646.3,656.7857142857143,662.7642857142857,671.47,-0.005898366606170713,8.823723433917845
2016-07-15,664.2,657.3,667.5,656.5,656.9857142857143,662.0214285714285,670.5833333333334,0.010497489730716625,8.996930693572006
2016-07-16,660.7,664.2,665.4,655.7,658.2571428571429,659.35,667.2333333333333,-0.005269497139415824,8.767906846925761
2016-07-17,676.3,660.7,680.9,660.1,662.4285714285714,660.4,664.98,0.023611321325866408,9.49134944493639
2016-07-18,670.4,676.3,680.4,664.6,665.8142857142857,660.0571428571428,662.2,-0.008723939080289789,6.7875937247018125
2016-07-19,671.1,670.4,673.2,663.6,665.8857142857142,660.5857142857142,659.2033333333334,0.0010441527446301002,6.848705126149384
2016-07-20,664.4,671.1,672.3,659.5,666.342857142857,659.9928571428571,656.8833333333333,-0.009983609000149052,6.585554176355036
2016-07-21,664.6,664.4,666.5,657.8,667.3857142857142,662.0857142857142,656.7900000000001,0.0003010234798315192,5.383130616869665
2016-07-22,651.1,664.6,669.4,645.7,665.5142857142857,661.25,658.8066666666667,-0.020312970207643666,8.210040310798956
2016-07-23,655.2,651.1,658.2,648.0,664.7285714285715,661.4928571428572,659.9533333333334,0.0062970357855935966,8.975097824122136
2016-07-24,659.3,655.2,664.2,651.0,662.3000000000001,662.3642857142858,660.0333333333333,0.006257631257631013,7.501111028830685
2016-07-25,654.0,659.3,662.5,651.1,659.9571428571428,662.8857142857142,659.7166666666667,-0.008038829061125408,7.099966465392672
2016-07-26,654.4,654.0,657.8,643.5,657.5714285714286,661.7285714285714,660.6833333333333,0.0006116207951070152,5.312474089589094
2016-07-27,654.5,654.4,659.1,646.0,656.157142857143,661.25,661.0100000000001,0.00015281173594128283,4.4372878889809755
2016-07-28,654.1,654.5,658.0,650.8,654.657142857143,661.0214285714285,661.3166666666667,-0.0006111535523299905,2.4268341125210577
2016-07-29,655.4,654.1,657.4,651.0,655.2714285714285,660.3928571428571,661.9466666666667,0.001987463690567015,1.8526686030031314
2016-07-30,654.7,655.4,657.5,652.1,655.1999999999999,659.9642857142857,661.4366666666666,-0.0010680500457734832,1.8654758106640104
2016-07-31,621.9,654.7,654.9,621.4,649.8571428571429,656.0785714285714,659.6800000000001,-0.05009928211394543,12.336511816947752
2016-08-01,607.0,621.9,627.9,603.5,643.1428571428571,651.5500000000001,656.6433333333333,-0.023958835825695468,20.071277748971337
2016-08-02,513.4,607.0,613.8,471.4,623.0,640.2857142857143,651.7033333333334,-0.15420098846787478,52.095233307218
2016-08-03,566.4,513.4,573.1,514.1,610.4142857142857,633.2857142857143,648.0766666666666,0.10323334631865988,53.829961563286396
2016-08-04,576.2,566.4,584.9,559.5,599.2857142857143,626.9714285714286,645.16,0.017302259887005844,51.28555444994439
2016-08-05,574.7,576.2,580.0,565.8,587.7571428571429,621.5142857142857,641.8933333333333,-0.0026032627559875454,45.28895587016359
2016-08-06,586.5,574.7,596.7,565.3,578.0142857142857,616.6071428571429,640.2666666666667,0.020532451713937583,34.55022569011935
2016-08-07,590.8,586.5,596.0,580.9,573.5714285714286,611.7142857142857,637.8666666666667,0.007331628303495208,29.61321294544824
2016-08-08,589.2,590.8,594.2,585.4,571.0285714285715,607.0857142857143,635.7800000000001,-0.0027081922816518667,26.90469068680143
2016-08-09,585.3,589.2,591.2,581.1,581.3,602.15,633.7199999999999,-0.006619144602851512,9.011844058427984
2016-08-10,590.9,585.3,600.5,580.9,584.8,597.6071428571429,631.8600000000001,0.009567743037758536,6.7290415365113025
2016-08-11,587.8,590.9,599.2,585.4,586.4571428571428,592.8714285714286,629.1,-0.005246234557454765,5.59012735182484
2016-08-12,587.1,587.8,591.1,582.2,588.2285714285714,587.9928571428571,626.6299999999999,-0.0011908812521264078,2.1491969707652063
2016-08-13,584.6,587.1,590.1,582.8,587.9571428571428,582.9857142857143,624.2066666666667,-0.004258218361437582,2.4959014022236876
2016-08-14,569.1,584.6,585.8,559.9,584.8571428571429,579.2142857142857,621.0366666666666,-0.026513855627779637,7.275726113336418
2016-08-15,567.0,569.1,575.0,559.3,581.6857142857142,576.3571428571429,617.9133333333334,-0.0036900369003690647,9.550118423603646
2016-08-16,580.2,567.0,583.4,563.4,580.9571428571429,581.1285714285715,614.7099999999999,0.023280423280423346,9.422111784323176
2016-08-17,572.3,580.2,581.1,568.7,578.3,581.55,611.44,-0.013615994484660665,8.749476174801673
2016-08-18,573.4,572.3,579.5,570.8,576.2428571428571,581.35,608.1833333333333,0.0019220688450114487,7.783070761356194
2016-08-19,574.6,573.4,577.9,566.3,574.4571428571428,581.3428571428572,605.19,0.002092779909312892,6.136735598802468
2016-08-20,582.6,574.6,583.5,572.3,574.1714285714286,581.0642857142858,602.4566666666666,0.01392272885485557,5.609727945197802
2016-08-21,580.7,582.6,585.3,577.8,575.8285714285714,580.3428571428572,600.11,-0.003261242705114964,5.575157482301989
2016-08-22,587.5,580.7,591.9,577.1,578.7571428571429,580.2214285714286,597.8533333333332,0.011710005166178705,5.548830850693956
2016-08-23,583.6,587.5,589.9,578.6,579.2428571428571,580.1,595.33,-0.006638297872340382,5.8374815182816695
2016-08-24,579.7,583.6,584.5,576.8,580.3000000000001,579.3,592.8533333333332,-0.006682659355723097,4.977281721323761
2016-08-25,578.0,579.7,580.7,570.8,580.9571428571429,578.6,590.3066666666666,-0.0029325513196482023,4.149239746782669
2016-08-26,579.4,578.0,582.7,575.8,581.6428571428571,578.05,587.8033333333333,0.0024221453287196493,3.2149946308324786
2016-08-27,570.3,579.4,580.4,567.3,579.8857142857142,577.0285714285715,585.01,-0.015705902657922044,5.293841885139008
2016-08-28,575.0,570.3,576.3,569.2,579.0714285714286,577.45,582.3299999999999,0.00824127652112927,5.578444910468984
2016-08-29,574.2,575.0,578.6,571.4,577.1714285714286,577.9642857142857,579.6466666666668,-0.0013913043478259723,4.361465459277371
2016-08-30,577.3,574.2,579.9,572.5,576.2714285714286,577.7571428571429,578.16,0.005398815743643093,3.3455015995316746
2016-08-31,573.9,577.3,578.3,571.7,575.4428571428572,577.8714285714285,577.0566666666667,-0.005889485536116346,3.0609677897049434
2016-09-01,572.0,573.9,705.0,569.4,574.5857142857143,577.7714285714285,579.01,-0.0033106813033628724,3.0656312952117983
2016-09-02,575.3,572.0,577.6,569.3,573.9999999999999,577.8214285714286,579.3066666666667,0.005769230769230749,2.2847319317780586
2016-09-03,598.8,575.3,605.0,572.6,578.0714285714286,578.9785714285714,580.06,0.040848253085346675,9.27931647729523
2016-09-04,609.5,598.8,615.2,590.8,583.0,581.0357142857143,581.2199999999999,0.017869071476285914,14.860013458947178
2016-09-05,605.8,609.5,610.6,598.8,587.5142857142857,582.3428571428572,581.8633333333332,-0.006070549630845079,16.4553363757229
2016-09-06,610.4,605.8,612.0,603.5,592.2428571428571,584.2571428571429,582.5166666666667,0.0075932651039947174,17.736859656553865
2016-09-07,613.2,610.4,616.5,606.2,597.8571428571429,586.65,583.3166666666667,0.004587155963302836,17.173997510081705
2016-09-08,625.6,613.2,629.3,611.3,605.5142857142856,590.05,584.66,0.02022178734507496,15.600900462415725
2016-09-09,623.2,625.6,627.6,617.3,612.3571428571429,593.1785714285714,585.7366666666666,-0.0038363171355498826,9.42016580584634
2016-09-10,624.5,623.2,627.5,621.1,616.0285714285714,597.0500000000001,586.9599999999999,0.0020860077021822576,8.182647144159976
2016-09-11,605.6,624.5,630.8,592.8,615.4714285714286,599.2357142857143,587.5766666666666,-0.030264211369095295,8.809978109270704
2016-09-12,608.0,605.6,610.6,603.0,615.7857142857143,601.65,588.3566666666666,0.003963011889035695,8.43888392531125
2016-09-13,608.6,608.0,612.0,604.9,615.5285714285714,603.8857142857142,589.6733333333334,0.0009868421052632304,8.655001306710592
2016-09-14,609.5,608.6,612.2,606.4,615.0,606.4285714285714,591.09,0.0014788038120274738,8.929538995199064
2016-09-15,608.1,609.5,610.7,605.1,612.5,609.0071428571429,592.02,-0.0022969647251845915,7.851963660986031
2016-09-16,607.8,608.1,610.4,605.2,610.3000000000001,611.3285714285714,593.2033333333333,-0.0004933399111989312,6.372336044715197
2016-09-17,607.1,607.8,609.6,604.5,607.8142857142857,611.9214285714286,594.3266666666666,-0.0011516946363934188,1.2239670086252254
2016-09-18,610.7,607.1,612.4,605.2,608.5428571428572,612.0071428571429,595.5300000000001,0.005929830340965392,1.2039617143548094
2016-09-19,609.8,610.7,612.4,607.0,608.8,612.2928571428572,596.4366666666667,-0.0014737186834781202,1.2596295752224875
2016-09-20,609.2,609.8,611.3,605.9,608.8857142857142,612.2071428571428,597.3866666666668,-0.0009839291571005493,1.2641579166400911
2016-09-21,597.2,609.2,608.8,591.7,607.1285714285714,611.0642857142857,597.7099999999999,-0.019697964543663793,4.548887880843906
2016-09-22,595.6,597.2,599.8,592.8,605.342857142857,608.9214285714286,598.11,-0.0026791694574682667,6.242290483171798
2016-09-23,602.9,595.6,603.7,594.1,604.6428571428571,607.4714285714286,598.8833333333333,0.01225654801880438,6.1953899911921235
2016-09-24,602.6,602.9,605.9,600.5,604.0,605.907142857143,599.7033333333334,-0.0004975949577044059,6.131068422396376
2016-09-25,601.5,602.6,604.9,598.3,602.6857142857143,605.6142857142858,600.44,-0.0018254231662795384,5.397662633480081
2016-09-26,606.5,601.5,608.5,598.2,602.2142857142857,605.5071428571429,601.6466666666668,0.00831255195344971,4.7817111900309275
2016-09-27,605.5,606.5,609.0,601.7,601.6857142857143,605.2857142857143,602.6633333333334,-0.0016488046166529546,4.025513868423091
2016-09-28,604.7,605.5,606.9,602.6,602.7571428571429,604.9428571428572,603.6800000000001,-0.0013212221304705896,3.6091814136027587
2016-09-29,604.7,604.7,607.2,602.0,604.0571428571428,604.6999999999999,604.5933333333335,0.0,1.7737503985330285
2016-09-30,608.1,604.7,608.8,602.3,604.8000000000001,604.7214285714286,605.7333333333333,0.005622622788159282,2.2368132093313595
2016-10-01,613.4,608.1,615.0,607.1,606.342857142857,605.1714285714287,607.1133333333333,0.008715671764512267,3.707585531892258
2016-10-02,610.7,613.4,614.2,607.7,607.657142857143,605.1714285714286,608.2933333333333,-0.004401695467883826,3.3145422725162517
2016-10-03,611.6,610.7,613.2,608.5,608.3857142857142,605.3000000000001,608.72,0.0014737186834778981,3.568579816239056
2016-10-04,609.0,611.6,612.7,606.5,608.8857142857142,605.2857142857143,608.7033333333334,-0.004251144538914398,3.3343807878228584
2016-10-05,611.8,609.0,613.7,608.0,609.9,606.3285714285714,608.9033333333334,0.0045977011494251485,2.900574655726075
2016-10-06,611.0,611.8,612.7,608.5,610.8000000000001,607.4285714285714,608.9233333333334,-0.0013076168682575329,1.7785762096240247
2016-10-07,616.0,611.0,619.4,609.1,611.9285714285714,608.3642857142858,609.0166666666667,0.008183306055646433,2.2291360701300587
2016-10-08,617.7,616.0,619.6,614.9,612.5428571428572,609.4428571428571,608.7533333333334,0.002759740259740351,3.117615083622588
2016-10-09,615.8,617.7,618.3,613.0,613.2714285714286,610.4642857142857,608.5066666666667,-0.0030759268253198746,3.2097322244212454
2016-10-10,617.3,615.8,618.8,612.8,614.0857142857142,611.2357142857143,608.2666666666667,0.002435855797336739,3.430465746542638
2016-10-11,640.5,617.3,642.3,615.6,618.5857142857142,613.7357142857143,609.4300000000001,0.037583022841406244,10.005903019628066
2016-10-12,636.0,640.5,642.5,632.2,622.0428571428572,615.9714285714286,610.3633333333333,-0.007025761124121788,11.359703215443773
2016-10-13,635.6,636.0,639.5,632.3,625.5571428571428,618.1785714285714,611.2633333333334,-0.0006289308176100628,11.17778408911905
2016-10-14,637.9,635.6,640.5,630.7,628.6857142857143,620.3071428571428,612.2099999999999,0.003618628067967311,11.121664829131198
2016-10-15,637.0,637.9,641.4,635.1,631.4428571428571,621.9928571428571,613.1733333333334,-0.001410879448189295,10.306770775059919
2016-10-16,640.1,637.0,642.2,636.4,634.9142857142857,624.092857142857,614.25,0.004866562009419262,7.992377320810123
2016-10-17,637.4,640.1,641.3,634.9,637.7857142857143,625.9357142857143,615.26,-0.004218090923293283,1.8915853769256485
2016-10-18,635.3,637.4,639.3,632.2,637.0428571428572,627.8142857142857,616.0799999999999,-0.003294634452463141,1.6541434267603492
2016-10-19,629.1,635.3,637.3,624.1,636.0571428571428,629.05,616.7233333333334,-0.009759168896584236,3.4548792274542524
2016-10-20,628.3,629.1,630.8,625.5,635.0142857142857,630.2857142857143,617.36,-0.00127165792401851,4.545484415497812
2016-10-21,630.5,628.3,633.3,627.6,633.9571428571428,631.3214285714286,618.47,0.003501512016552688,4.622357675071869
2016-10-22,655.5,630.5,659.9,629.7,636.6,634.0214285714286,620.4666666666667,0.03965107057890571,9.435217715211337
2016-10-23,653.0,655.5,661.2,648.8,638.4428571428572,636.6785714285714,622.1366666666668,-0.0038138825324179892,11.306908970903331
2016-10-24,650.5,653.0,654.3,645.7,640.3142857142857,639.0500000000001,623.7333333333333,-0.003828483920367498,12.157635265058685
2016-10-25,651.0,650.5,662.5,647.7,642.5571428571428,639.8000000000001,625.3833333333333,0.000768639508070823,12.521163037418955
2016-10-26,674.7,651.0,678.4,651.4,649.0714285714286,642.5642857142857,627.6566666666666,0.036405529953917215,15.788678885596578
2016-10-27,682.3,674.7,687.9,672.3,656.7857142857143,645.9,630.2166666666667,0.011264265599525647,17.08707392265263
2016-10-28,686.2,682.3,688.4,678.6,664.7428571428571,649.35,632.9333333333333,0.005715960721090596,15.720777879702913
2016-10-29,715.0,686.2,720.2,685.2,673.2428571428571,654.9214285714286,636.6100000000001,0.04197027105800055,23.86579540841428
2016-10-30,697.3,715.0,714.9,689.5,679.5714285714286,659.0071428571429,639.5833333333334,-0.02475524475524482,23.473652910283835
2016-10-31,698.7,697.3,707.2,682.2,686.4571428571428,663.3857142857142,642.4266666666666,0.0020077441560304443,20.39173502041825
2016-11-01,726.8,698.7,734.4,695.2,697.2857142857143,669.9214285714286,646.2966666666667,0.040217546872763466,18.459273060032846
2016-11-02,733.5,726.8,735.8,718.1,705.6857142857143,677.3785714285715,650.36,0.00921849201981284,19.798605049468858
2016-11-03,684.9,733.5,744.4,670.4,706.0571428571428,681.4214285714286,652.8899999999999,-0.0662576687116565,19.304995652497542
2016-11-04,702.1,684.9,706.6,681.3,708.3285714285714,686.5357142857143,655.9,0.02511315520513957,17.42285034906189
2016-11-05,702.1,702.1,706.4,694.0,706.4857142857144,689.8642857142858,658.9366666666666,0.0,17.281244994835316
2016-11-06,709.9,702.1,714.1,697.6,708.2857142857143,693.9285714285714,662.0666666666667,0.01110952855718561,16.814916846999875
2016-11-07,705.4,709.9,711.7,698.3,709.2428571428571,697.85,664.9899999999999,-0.006338920974785167,16.36295176538396
2016-11-08,710.9,705.4,714.6,701.0,706.9714285714286,702.1285714285714,668.16,0.007796994612985442,14.519264706559358
2016-11-09,721.4,710.9,741.2,707.1,705.2428571428571,705.4642857142857,671.63,0.014770009846673204,11.16808804031755
2016-11-10,714.6,721.4,723.0,707.3,709.4857142857144,707.7714285714285,674.1,-0.009426115885777575,7.024582685459275
2016-11-11,715.0,714.6,719.8,711.7,711.3285714285714,709.8285714285714,676.7333333333333,0.0005597537083683601,6.431100031809452
2016-11-12,704.3,715.0,717.4,701.1,711.6428571428571,709.0642857142858,679.0233333333333,-0.014965034965034985,5.939937469616084
2016-11-13,702.0,704.3,705.6,685.0,710.5142857142857,709.3999999999999,681.16,-0.0032656538406927726,6.984847545808519
2016-11-14,704.6,702.0,708.0,696.1,710.4,709.8214285714286,683.4133333333334,0.0037037037037037646,7.088253193377424
2016-11-15,711.1,704.6,716.9,697.9,710.4285714285714,708.6999999999999,685.7800000000001,0.009225092250922495,7.091007047836921
2016-11-16,740.3,711.1,746.0,708.1,713.1285714285714,709.1857142857142,689.2099999999999,0.04106314161158764,13.054975333277074
2016-11-17,737.5,740.3,751.9,730.1,716.3999999999999,712.9428571428572,692.6166666666667,-0.0037822504390111478,16.018114745502757
2016-11-18,747.0,737.5,751.4,731.0,720.9714285714284,716.1499999999999,696.5466666666666,0.012881355932203409,19.695999110288238
2016-11-19,747.9,747.0,755.3,737.4,727.2,719.4214285714286,700.5333333333333,0.00120481927710836,20.425637484954123
2016-11-20,728.5,747.9,752.3,712.8,730.9857142857143,720.75,703.8,-0.025939296697419456,17.17347068120458
2016-11-21,736.2,728.5,744.3,726.5,735.5,722.9499999999999,706.49,0.010569663692518994,12.635268101631292
2016-11-22,749.3,736.2,754.0,730.6,740.9571428571428,725.6928571428572,709.7,0.017794077696278165,7.577567143195075
2016-11-23,741.1,749.3,750.9,731.3,741.0714285714286,727.1000000000001,712.7199999999999,-0.010943547310823365,7.572035016151215
2016-11-24,735.3,741.1,744.2,726.2,740.7571428571428,728.5785714285714,715.53,-0.007826204290918959,7.78756640268935
2016-11-25,740.4,735.3,741.3,729.0,739.8142857142857,730.3928571428571,717.7199999999999,0.006935944512443948,7.289359498945443
2016-11-26,734.1,740.4,741.0,725.6,737.842857142857,732.5214285714286,719.4466666666666,-0.008508914100486153,6.568575985424249
2016-11-27,729.4,734.1,738.3,727.1,737.9714285714286,734.4785714285714,720.8866666666667,-0.006402397493529555,6.360742693990193
2016-11-28,733.3,729.4,738.1,727.7,737.5571428571428,736.5285714285714,721.4966666666666,0.005346860433232736,6.585807250668574
2016-11-29,732.6,733.3,737.0,727.8,735.1714285714286,738.0642857142857,722.6733333333334,-0.0009545888449473683,4.224418810418
2016-11-30,742.5,732.6,745.4,730.6,735.3714285714286,738.2214285714284,724.1333333333333,0.013513513513513375,4.5708184116720485
2016-12-01,752.6,742.5,755.5,741.1,737.8428571428573,739.3,724.9933333333333,0.013602693602693616,7.952118615582407
2016-12-02,770.9,752.6,779.0,752.3,742.1999999999999,741.0071428571429,726.24,0.024315705554079026,14.903914474619492
2016-12-03,764.2,770.9,772.3,755.8,746.5,742.1714285714286,728.8833333333333,-0.008691140225710159,16.44039739990421
2016-12-04,766.4,764.2,769.2,758.8,751.7857142857143,744.8785714285714,731.0266666666666,0.0028788275320594803,15.967407279774989
2016-12-05,754.3,766.4,769.2,746.0,754.7857142857143,746.1714285714286,732.7666666666667,-0.015788100208768308,13.731645758546735
2016-12-06,758.2,754.3,762.5,750.9,758.4428571428572,746.8071428571428,734.3766666666667,0.0051703566220338,9.636537611766027
2016-12-07,765.6,758.2,769.0,754.3,761.7428571428571,748.5571428571429,736.3833333333333,0.009759957794777119,6.806824306751684
2016-12-08,768.5,765.6,773.4,761.2,764.0142857142856,750.9285714285714,738.3033333333333,0.0037878787878786735,5.8302168545912725
2016-12-09,770.5,768.5,773.5,765.0,763.9571428571428,753.0785714285714,739.9399999999999,0.002602472348731233,5.752928860704096
2016-12-10,774.0,770.5,777.0,769.2,765.3571428571429,755.9285714285714,741.92,0.00454250486696961,6.899965493367161
2016-12-11,767.9,774.0,774.2,763.0,765.5714285714286,758.6785714285714,743.6833333333333,-0.007881136950904422,6.960774450627958
2016-12-12,778.5,767.9,781.3,767.9,769.0285714285716,761.907142857143,746.1566666666666,0.013803880713634697,6.418129085062034
2016-12-13,778.7,778.5,790.3,767.8,771.9571428571428,765.2,748.7133333333334,0.00025690430314706525,5.218511008228245
2016-12-14,776.5,778.7,780.8,771.0,773.5142857142857,767.6285714285715,751.11,-0.0028252215230513134,4.594354714020173
2016-12-15,775.2,776.5,780.3,773.1,774.4714285714286,769.2428571428571,753.2466666666667,-0.0016741790083708574,4.040096651384267
2016-12-16,782.0,775.2,783.9,773.3,776.1142857142858,770.0357142857143,754.6366666666668,0.00877192982456143,4.471177537470003
2016-12-17,787.2,782.0,791.6,779.4,778.0,771.6785714285714,756.2933333333333,0.006649616368286537,5.964897316815339
2016-12-18,789.0,787.2,791.3,783.8,781.0142857142856,773.2928571428572,757.6933333333333,0.0022865853658535773,5.305163701990519
2016-12-19,789.8,789.0,793.7,786.3,782.6285714285714,775.8285714285714,759.09,0.0010139416983523386,6.0758303371533335
2016-12-20,799.1,789.8,800.0,787.1,785.5428571428572,778.75,761.4433333333333,0.011775132945049505,8.345828727155904
2016-12-21,829.2,799.1,833.1,796.0,793.0714285714286,783.2928571428572,764.5433333333333,0.03766737579777257,17.537266442803762
2016-12-22,860.2,829.2,874.7,828.9,805.2142857142857,789.842857142857,768.24,0.03738543174143749,28.867653672781007
2016-12-23,917.2,860.2,920.3,858.0,824.5285714285716,800.3214285714286,774.1100000000001,0.06626365961404335,48.97389489261207
2016-12-24,891.1,917.2,920.5,880.8,839.3714285714286,808.6857142857143,779.3033333333334,-0.028456170955080684,51.45680111464997
2016-12-25,891.1,891.1,895.2,851.4,853.9571428571429,817.4857142857144,784.3266666666666,0.0,49.22089180903245
2016-12-26,898.4,891.1,909.3,885.9,869.4714285714286,826.0500000000001,789.8033333333334,0.008192122096285503,42.249959143404624
2016-12-27,925.8,898.4,937.9,893.4,887.5714285714286,836.5571428571428,796.35,0.030498664292074817,33.26122438545205
2016-12-28,972.2,925.8,974.5,925.5,908.0,850.5357142857143,804.3133333333334,0.050118816158997825,35.28772213297016
2016-12-29,971.1,972.2,982.6,949.2,923.8428571428573,864.5285714285716,812.2633333333332,-0.00113145443324425,35.145263177417355
2016-12-30,959.0,971.1,971.6,927.4,929.8142857142858,877.1714285714287,819.4799999999999,-0.012460096797446196,37.31270688704464
2016-12-31,963.4,959.0,965.5,942.4,940.1428571428571,889.7571428571429,826.5066666666667,0.004588112617309736,34.72721589488497
2017-01-01,995.4,963.4,1001.6,956.1,955.0428571428571,904.5,833.9899999999999,0.03321569441561145,32.48065358245284
2017-01-02,1017.0,995.4,1031.7,990.2,971.9857142857143,920.7285714285715,842.4166666666666,0.02169981916817365,28.72515904055597
2017-01-03,1033.3,1017.0,1035.5,1006.5,987.342857142857,937.4571428571428,851.3133333333334,0.01602753195673534,28.65378725072856
2017-01-04,1135.4,1033.3,1148.5,1022.3,1010.657142857143,959.3285714285714,864.0166666666667,0.09880963902061368,61.66165359289394
2017-01-05,989.3,1135.4,1150.6,874.5,1013.2571428571428,968.5500000000001,871.7199999999999,-0.1286771181962305,60.079110544431785
